standard license,use,distribution,derivatives,commercial,attribution,share alike,notification,license
false,true,false,false,?,true,?,true,"UCLA-Dickey data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the UCLA-Dickey Collections. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCLA-Dickey Collections notified. The UCLA-Dickey Collections or its staff is not responsible for damages, injury or loss due to the use of these data."
false,true,false,true,false,false,?,false,Copyright (C) 2012 President and Fellows of Harvard College. Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * The Harvard University Herbaria is not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.
false,true,true,true,true,true,false,false,Proper citation of web resource.
,,,,,,,,Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * Acadia University and The Harvard University Herbaria are not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.
,,,,,,,,"The Borror Laboratory of Bioacoustics provides high-quality copies of recordings for research, education, management, and other uses. Please contact us at borrorlab.osu.edu 01 614 292 2176 to make requests or inquiries."
false,false,false,?,?,?,?,?,The data base or part of it may only be used or copied by the written permission from the director of the CeDocBiV.
false,true,true,true,true,true,false,false,Please acknowledge NIWA if used for commercial purposes.
,,,,,,,,"The dataset enclosed within this package/transmission are only as good as the quality assurance and quality control procedures outlined by the enclosed metadata reporting statement. The user bears all responsibility for its subsequent use/misuse in any further analyses or comparisons. The Federal Government does not assume liability to the Recipient or third persons, nor will the Federal Government indemnify the Recipient for its liability due to any losses resulting in any way from the use of this dataset."
false,?,?,?,?,?,?,?,"© V. L. Komarov Botanical Institute, St. Petersburg"
false,true,false,false,false,false,?,false,"Use of the data for commercial or for-profit applications are permitted only via written permission from the Botanic Garden, NMNH, University of Lisbon. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access."
,,,,,,,,"Data are freely available through OBIS and through the VLIZ web site. If substantial parts of the database is used for other data or information products, please acknowledge the source."
,,,,,,,,"Data are freely available through OBIS, Marine Biology Section UGent website and through the VLIZ web site. If substantial parts of the database is used for other data or information products, please acknowledge the source."
,,,,,,,,http://www.rjb.csic.es/herbario/crypto/crypcond.htm
,,,,,,,,See http://www.arkive.org/terms.html
,,,,,,,,"These data are made available through the Avian Knowledge Network, a National Science Foundation funded project of the Cornell Lab of Ornithology and Department of Computer Science at Cornell University. No warranty either expressed or implied is made regarding the accuracy of these data."
false,true,true,true,false,true,false,false,"Data may be used for non-commercial purposes only, with appropriate credit given to Bird Studies Canada. For more detailed data requests, see: http://www.bsc-eoc.org/useofinfo.html"
false,true,true,true,false,true,false,false,"Data may be used for non-commercial purposes only, with appropriate credit given to the Federation of Ontario Naturalists and Bird Studies Canada. For more detailed data requests, inquire at the Ontario Atlas website: http://www.birdsontario.org/atlas/atlasmain.html"
false,true,true,true,false,true,false,false,"Data may be used for non-commercial purposes only, with appropriate credit given to the Atlas project partners. For more detailed data requests, inquire at the Ontario Atlas website: http://www.birdsontario.org/atlas/atlasmain.html"
false,true,false,true,false,false,?,false,"Data are provided for personal research only. Data may not be used for any commercial purposes. Data may not be transferred to another database for distribution to others without prior, written permission from the Canadian Museum of Nature."
false,true,false,true,false,false,?,false,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Canadian Museum of Nature.
false,true,false,false,?,true,?,true,"UW Fish Collection data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the curator notified. The UW Fish Collection and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,Please see http://www.cbif.gc.ca/copyright_e.php#disclaim
false,?,?,?,?,?,?,?,None
,,,,,,,,http://www.rjb.csic.es/fmi/FMI-databases.htm
,,,,,,,,http://www.fonozoo.com/faq.php http://www.fonozoo.com/eng/faq.php
false,true,false,false,?,true,?,true,"INHS data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Illinois Natural History Survey. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and INHS notified. The Illinois Natural History Survey and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,The MNCN does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,"La Dirección General de Investigación, Desarrollo Tecnológico e Innovación de la Junta de Extremadura(DGIDTI), a través del Herbario HSS, expone las siguientes limitaciones al uso de los datos contenidos en la base de datos HSS2006 Uso comercial de los datos: Se prohíbe el uso comercial de los datos obtenidos, o que conlleve beneficio económico, sin el consentimiento explícito de la DGIDTI Redistribución: Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. Reconocimientos: El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente (www.gbif.net. (date when consulted). Herbarium HSS. (Register numbers). Centro de Investigación La Orden-Valdesequera.). Esta atribución se debe mantener en cualquier uso subsiguiente de los datos. Información obtenida: el usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies)."
,,,,,,,,"Responsabilidad: El Laboratorio de Entomología y Control de Plagas de la Universidad de Valencia no se responsabilizan de la exactitud, fiabilidad y grado de cobertura de los datos, ni del uso que se les dé. Uso comercial de los datos: Se prohíbe el uso comercial de los datos obtenidos, o que conlleve beneficio económico, sin el consentimiento explícito de la Universidad de Valencia Redistribución: Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. Reconocimientos: El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente (ver ""como citar este recurso""). Esta atribución se debe mantener en cualquier uso subsecuente de los datos. Información obtenida: el usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies). Uso de la información negativa: los datos de biodiversidad constatan generalmente presencias; es decir, la falta de datos de una especie en un punto no implica que no se encuentre ahí. El muestreo biológico es normalmente irregular, incompleto e influido por factores ajenos al objeto de muestreo. Es fundamental tomar en cuenta este extremo para un uso apropiado de los datos. La Universidad de Valencia se reserva el derecho de actuar legalmente contra los infractores de estas condiciones de uso."
,,,,,,,,"Ni el Instituto Universitario CIBIO ni sus miembros se responsabilizan de la exactitud, fiabilidad y grado de cobertura de los datos, ni del uso que se les pueda dar. Se prohíbe el uso comercial de los datos obtenidos sin el consentimiento explícito del Instituto Universitario CIBIO. Queda estrictamente prohibido la edición, reproducción, redistribución, adición o reducción total o parcial de la información, incluida explícitamente su incorporación a otras bases de datos de acceso libre o restringido. El uso de los datos conlleva la obligación de reconocer y citar su uso explícitamente. Esta atribución se debe mantener en cualquier uso subsecuente de los datos. El usuario se compromete a que la información obtenida no sea utilizada en detrimento de la conservación de la flora y fauna, ni en procesos que alteren irreversiblemente el equilibrio ecológico (extracción indiscriminada o introducción de especies). Los datos de biodiversidad constatan generalmente presencias; es decir, la falta de datos de una especie en un punto no implica que no se encuentre ahí. El muestreo biológico es normalmente irregular, incompleto e influido por factores ajenos al objeto de muestreo. Es fundamental tomar en cuenta este extremo para un uso apropiado de los datos. El Instituto Universitario CIBIO se reserva el derecho de actual legalmente contra los infractores de estas condiciones de uso. No responsibility by the CIBIO Universitary Institut and their members of the accuracy, reliability, or completeness of the data or information provided data is accepted for uses or misuses. Use of the data for commercial or for-profit applications are permitted only via written permission from the CIBIO Universitary Institut. Data are provided to users, but should not be passed on to third parties or redistributed. It is explicitly forbidden to incorporate these data into other databases of free or restricted access. The data use implies explicit acknowledgment which should be kept with any subsequent use of the data. Data are provided under the understanding that their use will be generally consistent with the philosophy of not causing detriment to wild species and ecosystem balance. Biodiversity data generally constitute positive information only; that is, absence of a record does not always mean absence of a particular species from particular point in space and time. Because biodiversity sampling is notoriously spotty, biased, and incomplete, understanding the positive-only nature of the data is critical to their proper use. The CIBIO Universitary Institut reserves the right to pursue legal actions against those infringing these conditions of use."
,,,,,,,,"Request for Acknowledgment: EMAP requests that all individuals who download EMAP data acknowledge the source of these data in any reports, papers, or presentations. If you use these data, please include a statement similar to ""Some or all of the data described in this article were produced by the U.S. Environmental Protection Agency through its Environmental Monitoring and Assessment Program (EMAP), http://www.epa.gov/emap/."
,,,,,,,,http://www.nodc.noaa.gov/General/datacom_form.html
,,,,,,,,"Users must agree to cite the original data provider (shown under the ""source"" field) for all data they present or publish. Data may not be used for commercial purposes. Karen Stocks, the San Diego Supercomputer Center, and the University of California San Diego are not responsible for errors in the data."
,,,,,,,,Restrictions on use of the data retrieved from this resource.
false,true,true,true,true,false,false,false,No restrictions
false,true,false,false,false,true,?,false,For restrictions please consult http://www.nbi.noaa.gov.
false,true,true,true,true,true,?,false,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply
false,?,?,?,?,?,?,?,All commercial use of images must be cleared with Dr. Patterson. dpatterson@mbl.edu
false,?,?,?,false,true,?,false,"The Academy of Natural Sciences of Philadelphia TERMS AND CONDITIONS FOR USE OF ONLINE BIODIVERSITY DATABASES The Online Biodiversity Databases (the ""Databases"") on this Web site are copyrighted by The Academy of Natural Sciences (the ""Academy""). Except as otherwise expressly stated herein, material from the Databases may not be reproduced, distributed, publicly displayed or otherwise used , in whole or in part, without the express written permission of the Academy.Subsets of the records in one or more of the Databases may be used, downloaded, reproduced, publicly displayed, distributed or reprinted by persons affiliated with academic and/or non-profit organizations for scientific and scholarly purposes only, provided however, that the following attribution appears in all copies: ""Information provided with the permission of The Academy of Natural Sciences, Philadelphia, PA."" Nevertheless, the Academy does not grant permission for anyone to use, download, reproduce, publicly display, distribute or reprint all or substantially all of the records in one or more of the Databases. USE OF THESE DATABASES IS ENTIRELY AT YOUR OWN RISK. THE ACADEMY MAKES NO WARRANTY, EITHER EXPRESS OR IMPLIED, REGARDING THE COMPLETENESS, ACCURACY OR CURRENCY OF THE INFORMATION IN THE DATABASES NOR ITS SUITABILITY FOR ANY PARTICULAR PURPOSE. THESE MATERIALS ARE PROVIDED ""AS IS"" FOR YOUR INFORMATIONAL PURPOSES ONLY AND THE ACADEMY IS NOT RESPONSIBLE FOR THE CONSEQUENCES OF RELIANCE ON ANY INFORMATION CONTAINED IN THE DATABASES, AND THE RISK OF INJURY RESTS ENTIRELY WITH YOU. Distributional, ecological, taxonomic, and other such data should be verified by specimen inspection in consultation with the curatorial staff. By accessing the information in the Databases, you agree that the Academy shall not be liable to you for any loss or injury caused in using, procuring, compiling, or delivering the information. In no event will the Academy or the contributors of information to the Databases be liable to you or anyone else for any action taken in reliance on such information or for any consequential, special or similar damages."
false,false,?,?,false,?,?,?,"By accepting this document and using OBIS-SEAMAP the user agrees to the following: 1. Not to use data contained in OBIS-SEAMAP in any publication without the written consent of the original data provider 2. Not to use the data contained in OBIS-SEAMAP for any commercial purpose 3. Not to hold OBIS-SEAMAP liable for errors in the data. While we have made every effort to ensure the quality of the database, we can not guarantee the accuracy of these data sets."
false,true,true,true,true,true,false,false,"Please acknowledge the Atlantic Reference Centre in any use of our data And acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
false,true,true,true,true,true,false,false,"Data usage is governed by CMN's Data Release Agreement, contact CMN for more details. Also, acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
false,true,true,true,true,true,false,false,"Acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any) and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
,,,,,,,,"Not to be used for publication without permission from the Originator. Also, acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS see http://www.iobis.org/data/policy/disclaimer for details."
,,,,,,,,"Not to use the data herein for any commercial purpose. To acknowledge the original data source in any publications or presentations based off data found herein. ChEss does not own any of the data in the database. All data have been obtained from the litterature and the related references are available in the database. Not to hold ChEssBase liable for any errors in the database. While we have made every effort to ensure quality and correctness in the database, we can not guarantee this."
false,?,false,?,?,?,?,?,Release with permission of the appropriate parties.
false,true,true,true,true,false,false,false,No release restrictions
,,,,,,,,Please contact R.M. Lopes for additional details on proper dataset citation
,,,,,,,,"DGoMB data Usage Restrictions: By accepting this document and using OBIS-DGoMB data, the user agrees to the following: 1. Not to use data contained in OBIS-DGoMB in any publication without the written consent of the original data provider 2. Not to use the data contained in OBIS-DGoMB for any commercial purpose 3. Not to hold OBIS-DGoMB liable for errors in the data. While we have made every effort to ensure the quality of the database, we can not guarantee the accuracy of these data sets."
,,,,,,,,"The Smithsonian Institution and the Marine Invasions Research Lab claim no guarantees for data accuracy or completeness, expressed or implied. All responsibilities for the use of these data will be solely those of the user. In no event shall the Smithsonian Institution, the Marine Invasions Research Lab, or their respective employees, agents, suppliers, or contractors be liable for any damages or any kind or character, including without limitation any compensatory, incidental, direct, indirect, special, punitive, or consequential damages, loss of use, loss of data, loss of income or profit, loss of or damage to property, claims of third parties, or other losses of any kind or character, even if the Smithsonian Institution and the Marine Invasions Research Lab have been advised of the possibility of such damages or losses, arising out of or in connection with the use of these data."
,,,,,,,,"Acknowledge the use of specific records from contributing databases in the form appearing in the 'Citation' field thereof (if any); and acknowledge the use of the OBIS facility. For information purposes, email to obissupport@marine.rutgers.edu the full citation of any publication made (printed or electronic) that cites OBIS or any constituent part. Recognize the limitations of data in OBIS."
false,true,true,true,true,true,false,false,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge thi use of the OBIS facility. Recognise the limitations of data in OBIS.
,,,,,,,,Not to use data in any publication without the written consent of the original data provider.
,,,,,,,,See OBIS website for more details
,,,,,,,,Data Use Agreement: http://www.cbif.gc.ca/copyright_e.php#disclaim
false,true,false,false,false,true,?,true,"LSUMZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the section Curator or Director of the LSU Museum of Natural Science. If any of these records are used in an analysis, report, or publication, the provenance of the original data must be acknowledged and the LSUMZ notified. The Museum of Natural Science or its staff is not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,?,true,?,true,"Vertebrate data records from Michigan State University Museum may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Division of Vertebrate Natural History, Michigan State University Museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged, and any resulting publication or report sent to the Division of Vertebrate Natural History Library. The Michigan State University Museum and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,?,true,?,true,"LSUMZ data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the LSU Museum of Natural Science. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the LSU Museum of Natural Science notified. The Museum of Natural Science Zoology and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,?,true,?,true,"MSB data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MSB notified. The University of New Mexico's Museum of Southwestern Biology and its staff are not responsible for damages, injury, or loss due to the use of these data."
false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Ichthyology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Ornithology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Mammalogy Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
false,true,false,false,?,true,?,true,"TTU data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Museum of Texas Tech University. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Museum of Texas Tech University notified. The Museum and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,false,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset."
false,true,false,true,false,false,?,false,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Curator of Zoology of the New Brunswick Museum.
false,true,false,false,false,true,?,true,"Oregon State University records may be used for research, but they may not be repackaged, resold, or redistributed in any form with out the prior written consent of the Oregon State University Herbarium. If any of these records are used in a publication, the provenance of the original data must be acknowledged and a reprint would be appreciated. The Oregon State University Herbarium and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,http://www.kew.org/aboutus/legal.html
false,true,false,false,?,true,?,true,"SBMNH hold all rights, title and interest in specimens and archival materials in the SBMNH collections. If any of these data or materials is used in an analysis or report, the original provenance must be acknowledged and the Museum notified. The Museum should be acknowledged as ""Invertebrate Zoology Department, Santa Barbara Museum of Natural History."" This site provides access to specimen data and archival materials in the collections of the Santa Barbara Museum of Natural History (hereafter SBMNH). SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of SBMNH. All data and images on this database are copyrighted by the Santa Barbara Museum of Natural History. The images are low-resolution thumbnails of the original images intended for reference use only. You may make a copy for personal use only. Images and data may not be reproduced for commercial purposes, communicated to others, or compiled for re-use, unless written permission is obtained from SBMNH."
false,true,false,false,?,true,?,true,"SDSNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SDSNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SDSNH notified. The San Diego Soceity of Natural History or its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Mammal Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Herp Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Fish Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,false,false,false,true,?,true,"MHP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MHP Bird Collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and MHP notified. The Sternberg Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,true,true,true,true,?,true,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.You can only use this data in scientific publications if the creator of this resource is offered the possibility of co-authorship.
false,true,true,true,true,true,?,false,GBIF Data Use Agreement is applied.
false,true,false,false,?,true,?,false,"UNA data records may be used for research, but they may not be repackaged, resold, or redistributed in any form with out the express written consent of a curatorial staff member of the University of Alabama Herbarium. If any of these records are used in a publication, the provenance of the original data must be acknowledged and a reprint would be appreciated. The University of Alabama Herbarium and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,true,true,false,true,false,true,"MZNA data records may be used by individual researchers or research groups, but any commercial usage requires prior express written agreement with the Department of Zoology and Ecology of UNAV. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the MZNA must be notified. Standard disclaimers apply."
,,,,,,,,"These data cannot be utilized in any publication or report, internal or external, without specific acknowledgement of the Division of Zoology and the University of Nebraska State Museum. These data, in whole or part, cannot be transferred to a third party without the written consent of the University of Nebraska State Museum. The University of Nebraska State Museum cannot be held responsible for inaccuracies in these data."
false,true,false,false,?,true,?,true,"TNHC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Texas Natural History Collections. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Texas Natural History Collections notified. TNHC and its staff are not responsible for damages, injury or loss due to the use of these data."
false,true,true,true,false,true,false,true,"For scientific and non-commercial purposes, the database can be consulted freely. Source of the data must always be specified appropriately. If scientific publications are (partly) based on these data, authors are kindly requested to inform the legal owner. Commercial use is not granted without prior written permission by the legal owner."
false,?,?,?,?,?,?,?,"© Martin-Luther-University Halle-Wittenberg, Institute of Geobotany, Herbarium"
false,?,?,?,?,?,?,?,© Botanical Garden and Museum Berlin-Dahlem
,,,,,,,,Legal Notice and License Agreement                 http://singer.grinfo.net/terms/index.php?reqid=1143207324.4667.
false,true,true,true,true,false,false,false,free
,,,,,,,,Die Verwendung der Daten zu kommerziellen Zwecken wird untersagt. Bei Verwendung in Publikationen bitte die Datenquelle vollstaendig zitieren. Fuer die Richtigkeit der Daten wird keine Gewaehrleistung uebernommen. BfN/NetPhyD. Alle ehrenamtlich an der Floristischen Kartierung Deutschlands beteiligten Mitarbeiter.
