,,,,,,,,1,"A copy of final article paper, book, etc to be forwarded to data provider.",,,,,,,,,"A copy of final article paper, book, etc to be forwarded to data provider."
,,,,,,,,1,"Use of this data for commercial or for-profit applications requires written authorization from Micoteca da Universidade do Minho, University of Minho.",,,,,,,,,"Use of this data for commercial or for-profit applications requires written authorization from Micoteca da Universidade do Minho, University of Minho."
,,,,,,,,1,"Users must agree to cite the original data provider (shown under the ""source"" field) for all data they present or publish. Data may not be used for commercial purposes. Karen Stocks, the San Diego Supercomputer Center, and the University of California San Diego are not responsible for errors in the data.",,,,,,,,,"Users must agree to cite the original data provider (shown under the ""source"" field) for all data they present or publish. Data may not be used for commercial purposes. Karen Stocks, the San Diego Supercomputer Center, and the University of California San Diego are not responsible for errors in the data."
,,,,,,,,1,"Vertebrate data records from Michigan State University Museum may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Division of Vertebrate Natural History, Michigan State University Museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged, and any resulting publication or report sent to the Division of Vertebrate Natural History Library. The Michigan State University Museum and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"Vertebrate data records from Michigan State University Museum may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the Division of Vertebrate Natural History, Michigan State University Museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged, and any resulting publication or report sent to the Division of Vertebrate Natural History Library. The Michigan State University Museum and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"W. Van Landuyt, L. Vanhecke, F Van Rossum, I. Hoste",false,?,?,?,?,?,?,?,"W. Van Landuyt, L. Vanhecke, F Van Rossum, I. Hoste"
,,,,,,,,1,"WFVZ data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the WFVZ. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the WFVZ notified. The Western Foundation of Vertebrate Zoology and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"WFVZ data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the WFVZ. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the WFVZ notified. The Western Foundation of Vertebrate Zoology and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"When using the data please refer to the 'Dutch Vegetation Database' as managed by Alterra, Wageningen, The Netherlands.",,,,,,,,,"When using the data please refer to the 'Dutch Vegetation Database' as managed by Alterra, Wageningen, The Netherlands."
,,,,,,,,1,"Whenever information that is provided through this website, is used by third parties, reference should be made to the website for example by the following or similar phrasing:De Meyer, M. & I.M. White. 2004. True fruit flies (Diptera, Tephritidae) of the Africa. A queryable website on taxon and specimen information for afrotropical Ceratitidine fruit flies. http://projects.bebif.be/enbi/fruitfly/. Tervuren: Royal Museum for Central Africa. Access date: 10/12/2007.	Collection specimens are the property of the respective institutions where they are deposited. All data associated with those particular specimens are therefore also property of those institutions. Most of them are already available and belong to the public domain since these were published in taxonomic revisions under headings such as 'Material examined'. When information of a particular specimen is used, reference should be made to the museum where it is housed, by indicating the institution's name or acronym.Copyright of the images (photographs or drawings) used is indicated on the individual image. This is either the institution where the photograph was taken or the photographer that took it. In case of published drawings, the copyright remains with the publisher. Permission was sought from the publishers for reproducing the drawings published in Bulletin of Entomological Research, Zoological Journal of the Linnean Society, Systematic Entomology, Cimbebasia and Journal of Natural History. For the unpublished drawings, the copyright remains with the authors of the manuscripts and will be transferred to the appropriate journals when the manuscripts will be published.",,,,,,,,,"Whenever information that is provided through this website, is used by third parties, reference should be made to the website for example by the following or similar phrasing:De Meyer, M. & I.M. White. 2004. True fruit flies (Diptera, Tephritidae) of the Africa. A queryable website on taxon and specimen information for afrotropical Ceratitidine fruit flies. http://projects.bebif.be/enbi/fruitfly/. Tervuren: Royal Museum for Central Africa. Access date: 10/12/2007.	Collection specimens are the property of the respective institutions where they are deposited. All data associated with those particular specimens are therefore also property of those institutions. Most of them are already available and belong to the public domain since these were published in taxonomic revisions under headings such as 'Material examined'. When information of a particular specimen is used, reference should be made to the museum where it is housed, by indicating the institution's name or acronym.Copyright of the images (photographs or drawings) used is indicated on the individual image. This is either the institution where the photograph was taken or the photographer that took it. In case of published drawings, the copyright remains with the publisher. Permission was sought from the publishers for reproducing the drawings published in Bulletin of Entomological Research, Zoological Journal of the Linnean Society, Systematic Entomology, Cimbebasia and Journal of Natural History. For the unpublished drawings, the copyright remains with the authors of the manuscripts and will be transferred to the appropriate journals when the manuscripts will be published."
,,,,,,,,1,"You may access and use the Information only if you agree to and abide by the terms of this Agreement. Permission is granted to access and use the Information from this site, provided that:                 http://eurisco.ecpgr.org/_1About/9Legal/index.php. Copyright laws and treaty provisions protect information appearing on this site (""Information""). Bioversity International (former IPGRI) or the original provider of the Information holds the copyright on such information. None of the Information may be copied, reproduced, modified, published, up/downloaded, posted, retransmitted, sold, broadcast, circulated or distributed in any form or by any means other than as described below, or with prior written permission of the copyright holder, Bioversity International or the original provider.                 http://eurisco.ecpgr.org/_1About/9Legal/index.php.",,,,,,,,,"You may access and use the Information only if you agree to and abide by the terms of this Agreement. Permission is granted to access and use the Information from this site, provided that:                 http://eurisco.ecpgr.org/_1About/9Legal/index.php. Copyright laws and treaty provisions protect information appearing on this site (""Information""). Bioversity International (former IPGRI) or the original provider of the Information holds the copyright on such information. None of the Information may be copied, reproduced, modified, published, up/downloaded, posted, retransmitted, sold, broadcast, circulated or distributed in any form or by any means other than as described below, or with prior written permission of the copyright holder, Bioversity International or the original provider.                 http://eurisco.ecpgr.org/_1About/9Legal/index.php."
,,,,,,,,1,"Zoological Institute (ZIN) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the ZIN. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the ZIN notified. The ZIN and its staff are not responsible for damages, injury or loss due to the use of these data.",false,true,false,false,?,true,?,true,"Zoological Institute (ZIN) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the ZIN. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the ZIN notified. The ZIN and its staff are not responsible for damages, injury or loss due to the use of these data."
,,,,,,,,1,"__specify Any work using data coming from this resource must include: ""Data originally provided by the test resource"". Data from this resource should not be used for commercial purposes without prior permission.__",false,true,true,true,false,true,?,false,"__specify Any work using data coming from this resource must include: ""Data originally provided by the test resource"". Data from this resource should not be used for commercial purposes without prior permission.__"
,,,,,,,,1,"© Herbarium MSB, Universität München",false,?,?,?,?,?,?,?,"© Herbarium MSB, Universität München"
,,,,,,,,1,"© Herbarium Marburgense, Universität Marburg",false,?,?,?,?,?,?,?,"© Herbarium Marburgense, Universität Marburg"
,,,,,,,,1,"© IBF Project, DiversityMobile",false,?,?,?,?,?,?,?,"© IBF Project, DiversityMobile"
,,,,,,,,4,"© IBF project, DiversityMobile",false,?,?,?,?,?,?,?,"© IBF project, DiversityMobile"
,,,,,,,,1,"© Martin-Luther-University Halle-Wittenberg, Institute of Geobotany, Herbarium",false,?,?,?,?,?,?,?,"© Martin-Luther-University Halle-Wittenberg, Institute of Geobotany, Herbarium"
,,,,,,,,1,"© University of Tartu, Museum of Geology",false,?,?,?,?,?,?,?,"© University of Tartu, Museum of Geology"
,,,,,,,,1,"© V. L. Komarov Botanical Institute, St. Petersburg",false,?,?,?,?,?,?,?,"© V. L. Komarov Botanical Institute, St. Petersburg"
,,,,,,,,1,"©UPMC,CNRS,PIERRE FABRE2008",false,?,?,?,?,?,?,?,"©UPMC,CNRS,PIERRE FABRE2008"
,,,,,,,,1,'',false,?,?,?,?,?,?,?,''
,,,,,,,,1,(C) Christopher Walker,false,?,?,?,?,?,?,?,(C) Christopher Walker
,,,,,,,,1,(c)Copyright President and Fellows of Harvard University and the MCZ Herpetology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.,false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Herpetology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,1,(c)Copyright President and Fellows of Harvard University and the MCZ Ichthyology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.,false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Ichthyology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,1,(c)Copyright President and Fellows of Harvard University and the MCZ Mammalogy Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.,false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Mammalogy Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,1,(c)Copyright President and Fellows of Harvard University and the MCZ Ornithology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.,false,?,?,?,?,?,?,?,(c)Copyright President and Fellows of Harvard University and the MCZ Ornithology Collection. The MCZ does not guarantee the accuracy of these data. Individual researchers should verify individual records by making direct reference to corresponding museum specimens.
,,,,,,,,1,(see website),,,,,,,,,(see website)
,,,,,,,,1,Acknowledge source,false,true,true,true,true,true,false,false,Acknowledge source
,,,,,,,,3,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge the use of the OBIS facility. Recognise the limitatons of data in OBIS.,false,true,true,true,true,true,false,false,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge the use of the OBIS facility. Recognise the limitatons of data in OBIS.
,,,,,,,,1,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge thi use of the OBIS facility. Recognise the limitations of data in OBIS.,false,true,true,true,true,true,false,false,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge thi use of the OBIS facility. Recognise the limitations of data in OBIS.
,,,,,,,,4,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge this use of the OBIS facility. Recognise the limitations of data in OBIS.,,,,,,,,,Acknowledge the use of records from this dataset in the form appearing in the 'Citation' field and acknowledge this use of the OBIS facility. Recognise the limitations of data in OBIS.
,,,,,,,,1,All commercial use of images must be cleared with Dr. Patterson. dpatterson@mbl.edu,,,,,,,,,All commercial use of images must be cleared with Dr. Patterson. dpatterson@mbl.edu
,,,,,,,,2,All rights reserved,true,false,false,false,?,?,?,true,All rights reserved
,,,,,,,,1,Alpha version! Use at own risc.,false,?,?,?,?,?,?,?,Alpha version! Use at own risc.
,,,,,,,,1,Attribution-NonCommercial-ShareAlike Creative Commons License,true,true,true,true,false,true,true,false,Attribution-NonCommercial-ShareAlike Creative Commons License
,,,,,,,,1,BfN/NetPhyD,false,?,?,?,?,?,?,?,BfN/NetPhyD
,,,,,,,,4,CC-BY,true,true,true,true,true,true,false,false,CC-BY
,,,,,,,,1,Commercially available,false,true,true,true,true,false,false,false,Commercially available
,,,,,,,,1,Contact Metafro team,,,,,,,,,Contact Metafro team
,,,,,,,,4,Contact us before using the data,,,,,,,,,Contact us before using the data
,,,,,,,,1,Copyright (C) 2012 President and Fellows of Harvard College. Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * The Harvard University Herbaria is not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.,false,true,false,true,false,false,?,false,Copyright (C) 2012 President and Fellows of Harvard College. Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * The Harvard University Herbaria is not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.
,,,,,,,,1,Copyright Creative Commons Attribution-Noncommercial-Share Alike License © 2011. http://creativecommons.org/licenses/by-nc-sa/3.0/,true,true,true,true,false,true,true,false,Copyright Creative Commons Attribution-Noncommercial-Share Alike License © 2011. http://creativecommons.org/licenses/by-nc-sa/3.0/
,,,,,,,,10,Copyright Creative Commons Attribution-Share Alike License © 2011. http://creativecommons.org/licenses/by-sa/3.0/,true,true,true,true,true,true,true,false,Copyright Creative Commons Attribution-Share Alike License © 2011. http://creativecommons.org/licenses/by-sa/3.0/
,,,,,,,,2,Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use. http://creativecommons.org/licenses/by-nc/3.0/,true,true,true,true,false,true,false,false,Copyright Royal Botanic Garden Edinburgh. Contact us for rights to commercial use. http://creativecommons.org/licenses/by-nc/3.0/
,,,,,,,,1,Copyright of the Corvids Literature Database: Gabriele Droege.,false,?,?,?,?,?,?,?,Copyright of the Corvids Literature Database: Gabriele Droege.
,,,,,,,,11,Copyright © 2012 The Field Museum of Natural HistoryFull details may be found at http://fieldmuseum.org/about/copyright-information,,,,,,,,,Copyright © 2012 The Field Museum of Natural HistoryFull details may be found at http://fieldmuseum.org/about/copyright-information
,,,,,,,,1,Copyright © 2012 The President and Fellows of Harvard College,false,?,?,?,?,?,?,?,Copyright © 2012 The President and Fellows of Harvard College
,,,,,,,,1,Copyright © 2013 by John H. Boyd III,false,?,?,?,?,?,?,?,Copyright © 2013 by John H. Boyd III
,,,,,,,,51,Data Use Agreement: http://www.cbif.gc.ca/copyright_e.php#disclaim,,,,,,,,,Data Use Agreement: http://www.cbif.gc.ca/copyright_e.php#disclaim
,,,,,,,,3,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Canadian Museum of Nature.,false,true,false,true,false,false,?,false,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Canadian Museum of Nature.
,,,,,,,,1,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Curator of Zoology of the New Brunswick Museum.,false,true,false,true,false,false,?,false,Data are provided for personal research only. Data may not be used for commercial purposes. Data may not be transferred to another database for distribution to others without prior written permission from the Curator of Zoology of the New Brunswick Museum.
,,,,,,,,14,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly,false,true,true,true,true,true,false,false,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly
,,,,,,,,16,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.,false,true,true,true,true,true,false,false,Data from this dataset may be used and shared freely when the creators of the data are attributed correctly.
,,,,,,,,3,Data may be used freely for non-commercial purposes. All others contact database administrator.,false,true,true,true,false,false,false,false,Data may be used freely for non-commercial purposes. All others contact database administrator.
,,,,,,,,1,Data may not be used without permission.ECOCEAN Whale Shark Photo-identification LibraryContact webmaster@whaleshark.org,false,false,false,?,?,?,?,?,Data may not be used without permission.ECOCEAN Whale Shark Photo-identification LibraryContact webmaster@whaleshark.org
,,,,,,,,1,Data may not be used without permissionContact info@mantamatcher.org,false,false,false,?,?,?,?,?,Data may not be used without permissionContact info@mantamatcher.org
,,,,,,,,2,Data supplied is licensed under the Creative Commons Attribution 3.0 Australia License.,true,true,true,true,true,true,false,false,Data supplied is licensed under the Creative Commons Attribution 3.0 Australia License.
,,,,,,,,1,Die Verwendung der Daten zu kommerziellen Zwecken wird untersagt. Bei Verwendung in Publikationen bitte die Datenquelle vollstaendig zitieren. Fuer die Richtigkeit der Daten wird keine Gewaehrleistung uebernommen. BfN/NetPhyD. Alle ehrenamtlich an der Floristischen Kartierung Deutschlands beteiligten Mitarbeiter.,,,,,,,,,Die Verwendung der Daten zu kommerziellen Zwecken wird untersagt. Bei Verwendung in Publikationen bitte die Datenquelle vollstaendig zitieren. Fuer die Richtigkeit der Daten wird keine Gewaehrleistung uebernommen. BfN/NetPhyD. Alle ehrenamtlich an der Floristischen Kartierung Deutschlands beteiligten Mitarbeiter.
,,,,,,,,1,Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * Acadia University and The Harvard University Herbaria are not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.,,,,,,,,,Distribution and Use Policy * The data provided shall not be redistributed without permission. * The data provided shall not be made available for commercial or for-profit use. * Acadia University and The Harvard University Herbaria are not responsible for the use or misuse of the data provided. * The databases are made available with the understanding that their use will not lead to the detriment of wild species.
,,,,,,,,1,Esta [Listado de las Arañas de Colombia (Arachnida: Araneae)] se hace disponible bajo la licencia Open Data Commons Attribution: http://www.opendatacommons.org/licenses/by/1.0/,true,true,true,true,true,true,false,false,Esta [Listado de las Arañas de Colombia (Arachnida: Araneae)] se hace disponible bajo la licencia Open Data Commons Attribution: http://www.opendatacommons.org/licenses/by/1.0/
,,,,,,,,24,Este trabajo está bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false,Este trabajo está bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode
,,,,,,,,27,Este trabajo está licenciado bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode,true,true,true,true,true,false,false,false,Este trabajo está licenciado bajo una licencia Creative Commons Zero (CC0) 1.0  http://creativecommons.org/publicdomain/zero/1.0/legalcode
,,,,,,,,1,For restrictions please consult http://www.nbi.noaa.gov.,,,,,,,,,For restrictions please consult http://www.nbi.noaa.gov.
,,,,,,,,1,Formidabel Database van Wouter Dekoninck is in licentie gegeven volgens een Creative Commons Naamsvermelding-NietCommercieel-GelijkDelen 3.0 Unported licentie.http://creativecommons.org/licenses/by-nc/3.0/,true,true,true,true,false,true,false,false,Formidabel Database van Wouter Dekoninck is in licentie gegeven volgens een Creative Commons Naamsvermelding-NietCommercieel-GelijkDelen 3.0 Unported licentie.http://creativecommons.org/licenses/by-nc/3.0/
,,,,,,,,4,Freely available after moratorium period,,,,,,,,,Freely available after moratorium period
,,,,,,,,20,Freely available if cited,false,true,true,true,true,true,false,false,Freely available if cited
,,,,,,,,49,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.,,,,,,,,,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.
,,,,,,,,1,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.You can only use this data in scientific publications if the creator of this resource is offered the possibility of co-authorship.,,,,,,,,,GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.You can only use this data in scientific publications if the creator of this resource is offered the possibility of co-authorship.
,,,,,,,,1,GBIF Data Sharing Agreement is applied.  Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.,,,,,,,,,GBIF Data Sharing Agreement is applied.  Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.
,,,,,,,,1,GBIF Data Use Agreement and GBIF Data Sharing Ageement apply,,,,,,,,,GBIF Data Use Agreement and GBIF Data Sharing Ageement apply
,,,,,,,,2,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply,,,,,,,,,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply
,,,,,,,,2,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply.,,,,,,,,,GBIF Data Use Agreement and GBIF Data Sharing Agreement apply.
,,,,,,,,1,GBIF Data Use Agreement is applied.,,,,,,,,,GBIF Data Use Agreement is applied.
,,,,,,,,1,Herbarium of the University of Zurich,false,?,?,?,?,?,?,?,Herbarium of the University of Zurich
,,,,,,,,2,ITIS data is in the public domain,false,true,true,true,true,false,false,false,ITIS data is in the public domain
,,,,,,,,1,Institute of Traditional Medicine (ITM),false,?,?,?,?,?,?,?,Institute of Traditional Medicine (ITM)
,,,,,,,,2,Investigadores de reconocida competencia científica o avalados por personas o instituciones que tengan dicho reconocimiento,false,?,?,?,?,?,?,?,Investigadores de reconocida competencia científica o avalados por personas o instituciones que tengan dicho reconocimiento
,,,,,,,,3,Investigadores de reconocida competencia científica o avalados por personas o instituciones que tengan dicho reconocimiento.,false,?,?,?,?,?,?,?,Investigadores de reconocida competencia científica o avalados por personas o instituciones que tengan dicho reconocimiento.
,,,,,,,,1,Legal Notice and License Agreement                 http://singer.grinfo.net/terms/index.php?reqid=1143207324.4667.,,,,,,,,,Legal Notice and License Agreement                 http://singer.grinfo.net/terms/index.php?reqid=1143207324.4667.
,,,,,,,,1,Lepidopterological Society of Finland and Matti Virtala.,false,?,?,?,?,?,?,?,Lepidopterological Society of Finland and Matti Virtala.
,,,,,,,,8,Los datos de este recurso están sujetos a la licencia CC BY-NC-SA 3.0 (http://creativecommons.org/licenses/by-nc-sa/3.0/),true,true,true,true,false,true,true,false,Los datos de este recurso están sujetos a la licencia CC BY-NC-SA 3.0 (http://creativecommons.org/licenses/by-nc-sa/3.0/)
,,,,,,,,1,MACOI - Portuguese Seaweeds	for personal/academic use only,,,,,,,,,MACOI - Portuguese Seaweeds	for personal/academic use only
,,,,,,,,1,MNH_LEPIDOPTERA_SE_ASIA version 2008-05-07Contact Drs. J. van Tol (tol@naturalis.nl),,,,,,,,,MNH_LEPIDOPTERA_SE_ASIA version 2008-05-07Contact Drs. J. van Tol (tol@naturalis.nl)
,,,,,,,,1,Matti Virtala and Arakno.,false,?,?,?,?,?,?,?,Matti Virtala and Arakno.
,,,,,,,,5,Matti Virtala and the Entomological Society of Finland.,false,?,?,?,?,?,?,?,Matti Virtala and the Entomological Society of Finland.
,,,,,,,,1,Matti Virtala and the Finnish Expert Group on Diptera.,false,?,?,?,?,?,?,?,Matti Virtala and the Finnish Expert Group on Diptera.
,,,,,,,,1,No,false,?,?,?,?,?,?,?,No
,,,,,,,,11,No information,false,?,?,?,?,?,?,?,No information
,,,,,,,,7,No part of this data base may be copied or reproduced without written permission from the legal owner.,,,,,,,,,No part of this data base may be copied or reproduced without written permission from the legal owner.
,,,,,,,,5,No release restrictions,false,true,true,true,true,false,false,false,No release restrictions
,,,,,,,,1,No restrictions,false,true,true,true,true,false,false,false,No restrictions
,,,,,,,,1,No restrictions (Dataset must be cited),false,true,true,true,true,true,false,false,No restrictions (Dataset must be cited)
,,,,,,,,15,No restrictions.,false,true,true,true,true,false,false,false,No restrictions.
,,,,,,,,3,None,false,?,?,?,?,?,?,?,None
,,,,,,,,3,Not available until published,false,?,?,?,?,?,?,?,Not available until published
,,,,,,,,4,Not to use data in any publication without the written consent of the original data provider.,,,,,,,,,Not to use data in any publication without the written consent of the original data provider.
,,,,,,,,1,Open data,false,true,true,true,true,false,false,false,Open data
,,,,,,,,2,Pictures and multi-media-objects are under copyright.,,,,,,,,,Pictures and multi-media-objects are under copyright.
,,,,,,,,5,Please acknowledge NIWA if used for commercial purposes.,false,true,true,true,true,true,false,false,Please acknowledge NIWA if used for commercial purposes.
,,,,,,,,1,Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.,,,,,,,,,Please contact DOF (henning.heldbjerg@dof.dk) before any use of DOFbase data in publications.
,,,,,,,,2,Please contact Dr. G.M. Dirkse gerard.dirkse@natuurmuseum.nl before use of the data in electronic files or printed publications.,,,,,,,,,Please contact Dr. G.M. Dirkse gerard.dirkse@natuurmuseum.nl before use of the data in electronic files or printed publications.
,,,,,,,,1,Please contact R.M. Lopes for additional details on proper dataset citation,,,,,,,,,Please contact R.M. Lopes for additional details on proper dataset citation
,,,,,,,,1,Please contact STOWA before using the data in printed or digital publications.,,,,,,,,,Please contact STOWA before using the data in printed or digital publications.
,,,,,,,,3,Please see http://www.cbif.gc.ca/copyright_e.php#disclaim,,,,,,,,,Please see http://www.cbif.gc.ca/copyright_e.php#disclaim
,,,,,,,,1,Proper citation of web resource.,false,true,true,true,true,true,false,false,Proper citation of web resource.
,,,,,,,,7,Público,false,true,true,true,true,false,false,false,Público
,,,,,,,,1,RGM_GERTH version 2008-05-03Contact Dr. W. Renema,,,,,,,,,RGM_GERTH version 2008-05-03Contact Dr. W. Renema
,,,,,,,,1,RGM_MARTIN version 2007-03-06please contact Dr. F. Wesselingh,,,,,,,,,RGM_MARTIN version 2007-03-06please contact Dr. F. Wesselingh
,,,,,,,,1,RMNH_ACARI_TYPES as published on GBIF. Contact Dr E.J. van Nieukerken (Nieukerken@naturalis.nl),,,,,,,,,RMNH_ACARI_TYPES as published on GBIF. Contact Dr E.J. van Nieukerken (Nieukerken@naturalis.nl)
,,,,,,,,1,RMNH_AVES_PASSERIFORMES version 2007-05-02 Contact Hein van Grouw for use of this data.,,,,,,,,,RMNH_AVES_PASSERIFORMES version 2007-05-02 Contact Hein van Grouw for use of this data.
,,,,,,,,1,RMNH_PISCES_CICHLIDAE as published on GBIF. Contact Dr. M.J.P. van Oijen (Oijen@naturalis.nl),,,,,,,,,RMNH_PISCES_CICHLIDAE as published on GBIF. Contact Dr. M.J.P. van Oijen (Oijen@naturalis.nl)
,,,,,,,,12,Release with permission of the appropriate parties,false,?,false,?,?,?,?,?,Release with permission of the appropriate parties
,,,,,,,,4,Release with permission of the appropriate parties.,false,?,false,?,?,?,?,?,Release with permission of the appropriate parties.
,,,,,,,,24,Restricted,,,,,,,,,Restricted
,,,,,,,,3,Restrictions on use of the data retrieved from this resource.,,,,,,,,,Restrictions on use of the data retrieved from this resource.
,,,,,,,,1,Reuse in any context not allowed without the express permission of ECOCEAN USA.,,,,,,,,,Reuse in any context not allowed without the express permission of ECOCEAN USA.
,,,,,,,,7,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]',,,,,,,,,SIBA (Sistema de Información de la Biodiversidad de Andorra) es una iniciativa del Centre de Biodiversitat de l'Institut d'Estudis Andorrans [2004]'
,,,,,,,,4,Se debe citar la fuente y la colección en los trabajos resultantes de la consulta. Se recomienda el envío de una copia de los trabajos a los que de lugar la consulta al Servicio de Colecciones de la EEZA.,,,,,,,,,Se debe citar la fuente y la colección en los trabajos resultantes de la consulta. Se recomienda el envío de una copia de los trabajos a los que de lugar la consulta al Servicio de Colecciones de la EEZA.
,,,,,,,,4,See COPAS website link for more details,,,,,,,,,See COPAS website link for more details
,,,,,,,,1,See OBIS website for more details,,,,,,,,,See OBIS website for more details
,,,,,,,,1,See http://www.arkive.org/terms.html,,,,,,,,,See http://www.arkive.org/terms.html
,,,,,,,,9,See: http://www.fieldmuseum.org/linking_policy.htm,,,,,,,,,See: http://www.fieldmuseum.org/linking_policy.htm
,,,,,,,,7,See: http://www.mnh.si.edu/rc/db/2data_access_policy.html,,,,,,,,,See: http://www.mnh.si.edu/rc/db/2data_access_policy.html
,,,,,,,,1,Source of data should be cited where possible.,false,true,true,true,true,true,false,false,Source of data should be cited where possible.
,,,,,,,,2,Staatliches Museum für Naturkunde Karlsruhe,false,?,?,?,?,?,?,?,Staatliches Museum für Naturkunde Karlsruhe
,,,,,,,,2,Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.,true,true,true,true,true,true,false,false,Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.
,,,,,,,,1,TaxaSBFC/CBNFC,false,?,?,?,?,?,?,?,TaxaSBFC/CBNFC
